Va !	Ir !
Il se met en colère lorsqu'on le contredit.	Ele fica bravo quando contradito.
Tom a conduit en longeant la rivière.	Tom levou ao longo do rio.
Je sais que Tom a triché.	Eu sei que Tom traiu.
Je pensais que ça en vaudrait la peine.	Eu pensei que valeria a pena.
C'était fait main.	Foi a mão.
Je connais déjà la réponse.	Eu já sei a resposta.
Payeras-tu en liquide ?	Você vai pagar em dinheiro?
Je suis habituée à ce genre de choses.	Estou acostumado a esses tipos de coisas.
Il se référa à son expérience passée dans son discours.	Ele se referiu à sua experiência passada em seu discurso.
Qui sait tout cela ?	Quem sabe tudo isso?
Où déménageras-tu ?	Onde você vai conseguir?
Tom agitait les bras.	Tom acenou com os braços.
Nous pouvions voir les flammes avancer vers nous, de ce fait, nous avons couru dans le sens opposé.	Poderíamos ver as chamas se movendo em nossa direção, como resultado, corremos na direção oposta.
Que voulez-vous offrir à Tom pour Noël ?	O que você quer oferecer Tom para o Natal?
Tom devrait faire ce que Mary dit.	Tom deve fazer o que Mary diz.
Passer du temps avec ta bien-aimée devrait être en tête de la liste de tes priorités.	Passar tempo com seu amado deve estar no topo da sua lista de prioridades.
Comment s'est passé le vol ?	Como foi o vôo?
Comment trouves-tu ce pull ?	Como você encontra essa camisola?
Sont-ils encore au lit ?	Eles ainda estão na cama?
La garantie ne couvre pas l'usure normale.	A garantia não cobre o desgaste normal.
La demande est énorme.	A demanda é enorme.
Il poursuivit sa démonstration de l'utilisation de la machine.	Ele continuou sua demonstração do uso da máquina.
N'êtes-vous pas trop jeune pour ce travail ?	Você não é muito jovem para este trabalho?
J'ai vérifié à l'extérieur.	Eu verifiquei ao ar livre.
Je ne sais pas te dire pourquoi elle était absente de l'école.	Eu não sei como te dizer por que ela estava ausente da escola.
Je pense qu'il est attiré par toi.	Eu acho que ele é atraído por você.
Je ne me souviens pas de son nom.	Eu não me lembro do nome dele.
Pourquoi ne t'es-tu pas enfuie ?	Por que você não foge?
Ils avaient des atomes crochus.	Eles tinham átomos tortos.
Avez-vous apprécié le concert ?	Você apreciava o concerto?
Elle le frappa au visage.	Ela o atingiu em seu rosto.
J'ai une thèse à écrire.	Eu tenho uma tese para escrever.
J'ai vu sa mère le gronder.	Eu vi sua mãe repreendê-lo.
Comment traduiriez-vous cette phrase en français ?	Como você traduzia esta frase em francês?
J'ai préparé une fête pour toi.	Eu preparei uma festa para você.
La vieille femme s'est presque fait rouler dessus.	A velha quase rolou nela.
Vous cachez quelque chose.	Você esconde alguma coisa.
Calcule à combien ça se monte !	Calcula o quanto isso sobe!
Puis-je manger ce pain ?	Posso comer este pão?
Avec la perruque, il ressemblait à une femme.	Com a peruca, parecia uma mulher.
Tu étais tellement géniale.	Você era tão bom.
Y a-t-il un proverbe similaire au Japon ?	Existe um provérbio semelhante no Japão?
J'ai été le seul à ne pas être invité à la fête.	Eu era o único a não ser convidado para a festa.
Où se trouve le département enfants ?	Onde fica o departamento de crianças?
Tiens-toi à distance de ma fille !	Mantenha longe da minha filha!
Je n'ai pas d'assurance.	Eu não tenho seguro.
Combien d'enfants avez-vous ?	Quantos filhos você tem ?
Elle va avoir un bébé le mois prochain.	Ela terá um bebê no próximo mês.
Nous sommes tellement contents de t'avoir ici !	Estamos tão felizes em ter você aqui!
Tom avait l'air vraiment fatigué.	Tom parecia muito cansado.
Nous devons réduire les coûts.	Precisamos reduzir custos.
Il ne répéta la vérité à personne.	Ele não repetiu a verdade a ninguém.
Marie a ses propres problèmes.	Maria tem seus próprios problemas.
Est-ce que je peux te parler en privé ?	Posso falar com você em particular?
J'ai pointé mon appareil photo sur elle.	Eu apontei minha câmera nela.
Pourquoi ne venez-vous pas nous voir ?	Por que você não vem nos ver?
Me revoilà.	Estou de volta.
Il a relié deux idées en une.	Ele conectou duas ideias em um.
Je me suis levé, mais pas pour longtemps.	Eu me levantei, mas não há muito tempo.
On fait le saké à partir du riz.	Nós fazemos o saké de arroz.
Quelles sont les options de paiement disponibles ?	Quais as opções de pagamento disponíveis?
Comment êtes-vous entrées en possession de ce tableau ?	Como você entrou nesta tabela de posse?
Toutes les maisons de ma rue ont perdu l'électricité ce matin à cause de la tempête	Todas as casas na minha rua perderam eletricidade esta manhã por causa da tempestade
Je veux t'aider à comprendre ceci.	Eu quero te ajudar a entender isso.
Je veux étudier le français.	Eu quero estudar francês.
Le comité est composé de quinze personnes.	O Comitê é composto por quinze pessoas.
Ça sent bon.	Cheira bem.
Je suis incontrôlable.	Eu sou incontrolável.
Es-tu libre ce soir ?	Você está livre Hoje à noite?
Tu ne peux pas faire cela.	Você não pode fazer isso.
Tout ce que je veux est ce qui me revient de droit.	Tudo que eu quero é o que volta para mim.
Ça va si je te pose quelques questions sur tes antécédents médicaux ?	Você vai se eu fizer algumas perguntas sobre seu histórico médico?
Si vous venez visiter New-York, n'hésitez pas à passer à la maison.	Se você vem visitar Nova York, não hesite em ir para casa.
À qui vends-tu ta voiture ?	Quem você está vendendo seu carro?
Êtes-vous sûres que vous n'êtes pas fatiguées ?	Tem certeza de que não está cansado?
Je ne pourrais jamais être comme cela.	Eu nunca poderia ser assim.
Rince avec de l'eau tiède.	Enxaguar com água morna.
Donne-moi ce livre s'il te plaît.	Me dê este livro por favor.
Je suis également affairé.	Eu também estou ocupado.
Tu attaches trop d'importance à ce qu'il dit.	Você anexa muita importância ao que ele diz.
Le chat m'a effrayé.	O gato me assustou.
Tu as tout.	Você tem tudo.
Ils ont un très bon programme dans cette université.	Eles têm um programa muito bom nesta universidade.
Tu as dû être surprise de me trouver seul avec elle la nuit dernière.	Você deve ter ficado surpreso ao encontrar-me sozinho com ela ontem à noite.
Reste avec nous pendant quelques jours.	Fique conosco por alguns dias.
Tu as dit que tu ne parlerais pas à Tom.	Você disse que não falaria com Tom.
Dans le futur, de nombreux travailleurs seront remplacés par des robots.	No futuro, muitos trabalhadores serão substituídos por robôs.
Je veux simplement mener une vie normale.	Eu só quero levar uma vida normal.
Je ne veux juste pas que quiconque soit en colère après moi.	Eu só não quero que ninguém esteja com raiva de mim.
Il y a peu d'argent de reste.	Há pouco dinheiro do resto.
Cesse de t'en soucier !	Pare de se preocupar com isso!
Sont-elles en train de parler français ?	Eles estão falando francês?
Il lui a demandé pourquoi elle est venue si tard.	Ele perguntou a ele por que ela veio tão tarde.
Pourquoi tu bégaies ?	Por que vocês são graves?
Nous ne pouvons en être certains, si ?	Nós não podemos ter certeza, se?
C'est à l'encontre des règles.	É contra as regras.
Les vaches passent des heures à ruminer.	As vacas passam horas ruminalmente.
Il attribua son succès à son dur labeur.	Ele atribuiu seu sucesso ao seu trabalho duro.
Est-ce que cela fera une différence ?	Vai fazer a diferença?
Il est difficile de savoir quoi faire.	É difícil saber o que fazer.
Je dois changer cette lampe fluorescente.	Eu tenho que mudar essa lâmpada fluorescente.
Il a l'intention d'acheter un nouveau vélo.	Ele pretende comprar uma nova moto.
Il est difficile de lui faire faire quoi que ce soit sous l'impulsion du moment.	É difícil fazer qualquer coisa sob o impulso do momento.
Un cambrioleur prit le large avec la bague en diamant de ma femme.	Um assaltante decolou com o anel de diamante da minha esposa.
Sont-ils grands ?	Eles são ótimos?
Je suis surpris qu'elles n'aient eu quoi que ce soit à faire.	Estou surpreso por não ter nada a ver.
Tu devrais vraiment essayer ce gâteau.	Você deveria realmente tentar este bolo.
Tom ne peut pas se rappeler de l'adresse de Mary.	Tom não consegue se lembrar do endereço de Maria.
Tout le monde est vexé.	Todo mundo é vexado.
Qui est ce monsieur ?	Quem é esse homem ?
Y a-t-il eu le moindre problème ?	Houve algum problema?
Il s'est blessé pendant la partie, hier.	Ele se machucou durante o jogo ontem.
Prenez tout le temps qu'il vous faut !	Leve o tempo que precisar!
Il a l'air bien pour son âge.	Ele parece bom para a idade dele.
Ils ne sauront pas qu'on est là.	Eles não saberão que estamos aqui.
Ce chien va nous protéger.	Este cão nos protegerá.
Elle reprit l'affaire à la mort de son mari.	Ela levou o assunto de volta à morte de seu marido.
Je t'ai vu regarder.	Eu vi você olhar.
Vous devez prendre ces pilules.	Você deve tomar essas pílulas.
Tom les a abandonnées.	Tom abandonou-os.
J'ai suffisamment d'argent pour faire son acquisition.	Eu tenho dinheiro suficiente para fazer aquisição.
J'ai fait tout ce que j'ai pu.	Eu fiz tudo que pude.
Tom était ravi de voir Mary.	Tom ficou encantado em ver Maria.
Malgré tous ses revers, il reste optimiste.	Apesar de todos os seus contratempos, permanece otimista.
Vous ai-je réveillé ?	Eu acordei?
Pourquoi ne m'as-tu pas appelé hier soir ?	Por que você não me ligou ontem à noite?
Savez-vous qui a dit ça ?	Você sabe quem disse isso?
C'est notre maison.	É a nossa casa.
Je prends des photos de tout ce que je possède.	Eu tirei fotos de tudo que eu possuo.
Vous êtes dépourvue d'ambition.	Você é desprovido de ambição.
Je commence à m'en souvenir.	Estou começando a lembrar.
Es-tu un enfant unique ?	Você é uma criança única?
En deux ans, la taille de l'entreprise a plus que doublé.	Em dois anos, o tamanho da empresa tem mais do que dobrou.
Ce ne sont pas ses oignons.	Não são suas cebolas.
Tom est précis.	Tom é preciso.
Ne répétez plus jamais ça !	Nunca repita isso!
Elles se cramponnèrent les unes les autres pour conserver leur chaleur.	Eles se agarravam um ao outro para preservar seu calor.
Je pense qu'il est temps pour moi de tondre la pelouse.	Eu acho que é hora de eu cortar o gramado.
Penses-tu que tu aurais plaisir à être renommée ?	Você acha que teria gostado de ser renomeado?
Il ne part jamais à la pêcher sans amener son fils avec lui.	Ele nunca deixa pessequê-lo sem trazer seu filho com ele.
C'est parce que t'es une nana.	É porque você é uma garota.
Le travail est presque terminé.	O trabalho está quase no fim.
Ne me jugez pas trop sévèrement !	Não me julgue severamente!
Sais-tu comment mes amis me décrivent ?	Você sabe como meus amigos me descrevem?
Je n'arrive pas à mettre mes idées en place.	Eu não posso colocar minhas idéias no lugar.
Je me refusai à payer.	Eu me recusei a pagar.
Je ne peux pas me sentir comme chez moi dans un tel hôtel.	Eu não posso me sentir em casa em tal hotel.
J'ai dit ceci il y a longtemps.	Eu disse isso há muito tempo atrás.
Il se tenait le dos au mur.	Ele estava de pé na parede.
Tu ne peux pas être heureux tout le temps.	Você não pode ser feliz o tempo todo.
Ma recherche d'emploi s'avère plutôt rude. Je n'ai aucune relation.	Minha busca de emprego é bastante áspera. Eu não tenho relacionamento.
N'entre pas ! Je suis nu.	Não entre! Estou nu.
La neige a fondu.	A neve derreteu.
Montre-la-lui !	Mostre!
Tom aimerait pouvoir voler.	Tom gostaria de poder voar.
Tom pense qu'il est la seule personne dans la ville qui peut jouer de la cornemuse.	Tom acha que é a única pessoa da cidade que pode jogar Cornemuse.
J'ai commencé à chanter quand j'étais enfant.	Eu comecei a cantar quando era criança.
C'est vraiment un homme de parole.	É realmente um homem de sua palavra.
Je me lève généralement à six heures.	Eu costumo me levantar às seis horas.
Je crois que j'ai bu un peu trop.	Eu acho que bebi um pouco demais.
Nous avons passé environ trois mois à Boston.	Passamos cerca de três meses em Boston.
Voyez-vous un inconvénient à ce que je vous pose une question personnelle ?	Você vê uma desvantagem que eu te pergunto uma pergunta pessoal?
Vous êtes un héros, Tom.	Você é um herói, Tom.
Je ne réussissais pas à lui faire comprendre mon anglais.	Eu não consegui fazê-lo entender meu inglês.
Je coupe le papier avec une paire de ciseaux.	Eu cortei o papel com um par de uma tesoura.
Il ne put retenir ses larmes.	Ele não podia segurar suas lágrimas.
Tom ne peut pas se permettre de prendre sa retraite.	Tom não pode se aposentar.
Vois-tu un inconvénient à ce que je dorme ici ?	Você vê uma desvantagem para o que estou dormindo aqui?
J'ai bien vu quelque chose.	Eu vi alguma coisa.
Tom n'est pas aussi âgé que moi.	Tom não é tão velho como eu.
Vous êtes une menace.	Você é uma ameaça.
Je pensais que peut-être vous voudriez une boisson.	Eu pensei que talvez você gostaria de uma bebida.
Je dois me brosser les dents.	Eu tenho que escovar os dentes.
Y a-t-il un autre chemin d'accès ?	Existe outro caminho?
Je n'ai que cinq jours de vacances cet été.	Eu só tenho cinco dias de férias neste verão.
Cette robe me va à ravir.	Este vestido vai me deliciar.
Elle ne sait pas bien cuisiner.	Ela não sabe cozinhar bem.
Je suis comme ma mère.	Eu sou como minha mãe.
Tom retourna dans son bureau.	Tom retornou ao seu escritório.
Arrête de me suivre.	Pare de me seguir.
Nous avons parlé de différents sujets.	Nós conversamos sobre diferentes tópicos.
Je suis désolé de t'avoir dérangé !	Me desculpe por incomodar voce!
Le dîner officiel a eu lieu à la Maison Blanche.	O jantar oficial ocorreu na Casa Branca.
Cette règle ne s'applique pas au cas.	Esta regra não se aplica ao caso.
J'ai déjà dit à Tom ce qu'il faut faire.	Eu já disse a Tom o que fazer.
Je ne suis pas en train de faire la cuisine.	Eu não estou cozinhando.
J'ai obtenu celle-ci pour trois cents dollars.	Eu consegui por trezentos dólares.
Je pense que j'ai une carie.	Eu acho que tenho uma cárie.
Sais-tu nager ?	Você sabe nadar ?
Je ne bois pas d'alcool.	Eu não bebo álcool.
Pourquoi ne te fais-tu pas couper les cheveux ?	Por que você não corta seu cabelo?
Le papier est blanc.	O papel é branco.
La voiture s'arrêta doucement.	O carro parou lentamente.
Verrouillez la porte !	Tranque a porta!
La police continua à rechercher un article volé pendant un mois.	A polícia continuou a procurar um artigo roubado por um mês.
Vous êtes courtoises.	Você é cortês.
Il a neigé, hier.	Ele nevou ontem.
J'avais mal à la tête et j'ai pris un jour de congé aujourd'hui.	Eu tive uma dor de cabeça e tirei um dia de folga hoje.
